time: Fri Aug  2 16:51:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 28.20 %
time: Wed Aug 14 18:20:53 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.645 %
time: Wed Aug 14 18:20:53 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.982 %
time: Wed Aug 14 18:20:54 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.119 %
time: Wed Aug 14 18:20:55 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.565 %
time: Wed Aug 14 18:20:56 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.379 %
time: Wed Aug 14 18:20:57 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.005 %
time: Wed Aug 14 18:20:57 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.019 %
time: Wed Aug 14 18:20:58 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.019 %
time: Wed Aug 14 18:20:59 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.043 %
time: Wed Aug 14 18:21:00 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.014 %
time: Wed Aug 14 18:21:01 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.083 %
time: Wed Aug 14 18:21:01 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 7.076 %
time: Wed Aug 14 18:21:02 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.460 %
time: Wed Aug 14 18:21:03 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.712 %
time: Wed Aug 14 18:21:04 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.012 %
time: Wed Aug 14 18:21:05 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.224 %
time: Wed Aug 14 18:21:05 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.223 %
time: Wed Aug 14 18:21:06 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.227 %
time: Wed Aug 14 18:21:07 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.174 %
time: Wed Aug 14 18:21:08 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.883 %
time: Wed Aug 14 18:21:09 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.895 %
time: Wed Aug 14 18:21:09 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.925 %
time: Wed Aug 14 18:21:10 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.775 %
time: Wed Aug 14 18:21:11 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.849 %
time: Wed Aug 14 18:21:12 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.846 %
time: Wed Aug 14 18:21:13 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.518 %
time: Wed Aug 14 18:21:13 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.616 %
time: Wed Aug 14 18:21:14 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.226 %
time: Wed Aug 14 18:21:15 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.959 %
time: Wed Aug 14 18:21:16 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.668 %
time: Wed Aug 14 18:21:17 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.758 %
time: Wed Aug 14 18:21:17 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.027 %
time: Wed Aug 14 18:21:18 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.381 %
time: Wed Aug 14 18:21:19 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.387 %
time: Wed Aug 14 18:21:20 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.017 %
time: Wed Aug 14 18:21:21 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.002 %
time: Wed Aug 14 18:21:21 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.001 %
time: Wed Aug 14 18:21:22 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.274 %
time: Wed Aug 14 18:21:23 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.909 %
time: Wed Aug 14 18:21:24 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.199 %
time: Wed Aug 14 18:21:25 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.503 %
time: Wed Aug 14 18:21:25 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.766 %
time: Wed Aug 14 18:21:26 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.062 %
time: Wed Aug 14 18:21:27 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.016 %
time: Wed Aug 14 18:21:28 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.033 %
time: Wed Aug 14 18:21:29 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.015 %
time: Wed Aug 14 18:21:29 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.029 %
time: Wed Aug 14 18:21:30 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.031 %
time: Wed Aug 14 18:21:31 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.417 %
time: Wed Aug 14 18:21:32 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.999 %
time: Wed Aug 14 18:21:33 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 6.355 %
time: Wed Aug 14 18:21:33 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.962 %
time: Wed Aug 14 18:21:34 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.000 %
time: Wed Aug 14 18:21:35 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.002 %
time: Wed Aug 14 18:21:36 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.026 %
time: Wed Aug 14 18:21:37 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.552 %
time: Wed Aug 14 18:21:37 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.307 %
time: Wed Aug 14 18:21:38 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.081 %
time: Wed Aug 14 18:21:39 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.188 %
time: Wed Aug 14 18:21:40 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.677 %
time: Wed Aug 14 18:21:41 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 6.207 %
time: Wed Aug 14 18:21:41 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.489 %
time: Wed Aug 14 18:21:42 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.237 %
time: Wed Aug 14 18:21:43 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.685 %
time: Wed Aug 14 18:21:44 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.052 %
time: Wed Aug 14 18:21:45 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.064 %
time: Wed Aug 14 18:21:45 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.418 %
time: Wed Aug 14 18:21:46 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.525 %
time: Wed Aug 14 18:21:47 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.121 %
time: Wed Aug 14 18:21:48 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.544 %
time: Wed Aug 14 18:21:49 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.510 %
time: Wed Aug 14 18:21:49 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.008 %
time: Wed Aug 14 18:21:50 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.004 %
time: Wed Aug 14 18:21:51 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.001 %
time: Wed Aug 14 18:21:52 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.981 %
time: Wed Aug 14 18:21:53 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.204 %
time: Wed Aug 14 18:21:53 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.683 %
time: Wed Aug 14 18:21:54 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.036 %
time: Wed Aug 14 18:21:55 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.664 %
time: Wed Aug 14 18:21:56 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.228 %
time: Wed Aug 14 18:21:57 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.012 %
time: Wed Aug 14 18:21:57 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.028 %
time: Wed Aug 14 18:21:58 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.016 %
time: Wed Aug 14 18:21:59 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.021 %
time: Wed Aug 14 18:22:00 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.020 %
time: Wed Aug 14 18:22:01 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.044 %
time: Wed Aug 14 18:22:01 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.022 %
time: Wed Aug 14 18:22:02 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.614 %
time: Wed Aug 14 18:22:03 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.936 %
time: Wed Aug 14 18:22:04 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.855 %
time: Wed Aug 14 18:22:05 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.247 %
time: Wed Aug 14 18:22:05 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.577 %
time: Wed Aug 14 18:22:06 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.178 %
time: Wed Aug 14 18:22:07 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.396 %
time: Wed Aug 14 18:22:08 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.007 %
time: Wed Aug 14 18:22:09 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.948 %
time: Wed Aug 14 19:21:11 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Wed Aug 14 19:21:11 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.265 %
time: Wed Aug 14 19:21:12 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.287 %
time: Wed Aug 14 19:21:13 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.177 %
time: Wed Aug 14 19:21:14 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.561 %
time: Wed Aug 14 19:21:15 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.881 %
time: Wed Aug 14 19:21:15 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.005 %
time: Wed Aug 14 19:21:16 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.030 %
time: Wed Aug 14 19:21:17 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.015 %
time: Wed Aug 14 19:21:18 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.021 %
time: Wed Aug 14 19:21:19 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.056 %
time: Wed Aug 14 19:21:19 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.057 %
time: Wed Aug 14 19:21:20 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.760 %
time: Wed Aug 14 19:21:21 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.386 %
time: Wed Aug 14 19:21:22 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.339 %
time: Wed Aug 14 19:21:23 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.533 %
time: Wed Aug 14 19:21:23 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.572 %
time: Wed Aug 14 19:21:24 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 7.434 %
time: Wed Aug 14 19:21:25 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.385 %
time: Wed Aug 14 19:21:26 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.341 %
time: Wed Aug 14 19:21:27 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.956 %
time: Wed Aug 14 19:21:27 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.045 %
time: Wed Aug 14 19:21:28 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.121 %
time: Wed Aug 14 19:21:29 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.610 %
time: Wed Aug 14 19:21:30 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 6.189 %
time: Wed Aug 14 19:21:31 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.157 %
time: Wed Aug 14 19:21:31 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.995 %
time: Wed Aug 14 19:21:32 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.808 %
time: Wed Aug 14 19:21:33 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.049 %
time: Wed Aug 14 19:21:34 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.148 %
time: Wed Aug 14 19:21:35 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.218 %
time: Wed Aug 14 19:21:35 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.566 %
time: Wed Aug 14 19:21:36 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.062 %
time: Wed Aug 14 19:21:37 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.536 %
time: Wed Aug 14 19:21:38 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.129 %
time: Wed Aug 14 19:21:39 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.019 %
time: Wed Aug 14 19:21:39 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.003 %
time: Wed Aug 14 19:21:40 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.001 %
time: Wed Aug 14 19:21:41 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.106 %
time: Wed Aug 14 19:21:42 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.864 %
time: Wed Aug 14 19:21:43 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.608 %
time: Wed Aug 14 19:21:43 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.352 %
time: Wed Aug 14 19:21:44 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.643 %
time: Wed Aug 14 19:21:45 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.117 %
time: Wed Aug 14 19:21:46 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.011 %
time: Wed Aug 14 19:21:47 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.021 %
time: Wed Aug 14 19:21:47 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.037 %
time: Wed Aug 14 19:21:48 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.027 %
time: Wed Aug 14 19:21:49 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.010 %
time: Wed Aug 14 19:21:50 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.789 %
time: Wed Aug 14 19:21:51 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.951 %
time: Wed Aug 14 19:21:51 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.326 %
time: Wed Aug 14 19:21:52 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.919 %
time: Wed Aug 14 19:21:53 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.932 %
time: Wed Aug 14 19:21:54 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.217 %
time: Wed Aug 14 19:21:55 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.025 %
time: Wed Aug 14 19:21:55 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.113 %
time: Wed Aug 14 19:21:56 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.738 %
time: Wed Aug 14 19:21:57 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.638 %
time: Wed Aug 14 19:21:58 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.752 %
time: Wed Aug 14 19:21:59 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.580 %
time: Wed Aug 14 19:21:59 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.039 %
time: Wed Aug 14 19:22:00 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.342 %
time: Wed Aug 14 19:22:01 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.043 %
time: Wed Aug 14 19:22:02 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.374 %
time: Wed Aug 14 19:22:03 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.250 %
time: Wed Aug 14 19:22:03 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.694 %
time: Wed Aug 14 19:22:04 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.807 %
time: Wed Aug 14 19:22:05 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.811 %
time: Wed Aug 14 20:27:31 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Wed Aug 14 20:27:32 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.265 %
time: Wed Aug 14 20:27:33 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.287 %
time: Wed Aug 14 20:27:33 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.177 %
time: Wed Aug 14 20:27:34 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.561 %
time: Wed Aug 14 20:27:35 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.881 %
time: Wed Aug 14 20:41:24 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Wed Aug 14 20:41:25 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.265 %
time: Wed Aug 14 20:41:26 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.287 %
time: Wed Aug 14 20:42:18 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Wed Aug 14 20:42:19 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.265 %
time: Wed Aug 14 20:45:30 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Wed Aug 14 20:45:31 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.265 %
time: Wed Aug 14 20:45:32 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.287 %
time: Wed Aug 14 20:45:32 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.177 %
time: Thu Aug 15 14:30:49 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Thu Aug 15 14:30:50 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Thu Aug 15 14:30:51 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.457 %
time: Thu Aug 15 14:30:51 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 11.38 %
time: Thu Aug 15 14:30:52 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 11.97 %
time: Thu Aug 15 14:30:53 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 10.49 %
time: Thu Aug 15 14:30:54 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 8.160 %
time: Thu Aug 15 14:30:55 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 24.32 %
time: Thu Aug 15 14:30:55 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 23.41 %
time: Thu Aug 15 14:30:56 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.826 %
time: Thu Aug 15 14:30:57 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.442 %
time: Thu Aug 15 14:30:58 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 6.566 %
time: Thu Aug 15 14:30:59 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.798 %
time: Thu Aug 15 14:30:59 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.471 %
time: Thu Aug 15 14:31:00 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.239 %
time: Thu Aug 15 14:31:01 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.048 %
time: Thu Aug 15 14:31:02 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.445 %
time: Thu Aug 15 14:31:03 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.255 %
time: Thu Aug 15 14:31:03 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.318 %
time: Mon Aug 19 11:06:04 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Mon Aug 19 11:06:05 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Mon Aug 19 11:06:05 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.028 %
time: Mon Aug 19 11:06:06 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 11.11 %
time: Mon Aug 19 11:06:07 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 5.466 %
time: Mon Aug 19 11:06:07 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.346 %
time: Mon Aug 19 11:06:08 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.182 %
time: Mon Aug 19 11:06:09 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 8.515 %
time: Mon Aug 19 11:06:09 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 10.50 %
time: Mon Aug 19 11:06:10 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 15.01 %
time: Mon Aug 19 11:06:10 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 21.34 %
time: Mon Aug 19 11:06:11 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 14.96 %
time: Mon Aug 19 11:06:12 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.138 %
time: Mon Aug 19 11:06:12 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.303 %
time: Mon Aug 19 11:06:13 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 6.930 %
time: Mon Aug 19 11:07:16 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Mon Aug 19 11:07:17 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.460 %
time: Mon Aug 19 11:07:18 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.466 %
time: Mon Aug 19 11:07:19 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.851 %
time: Mon Aug 19 11:07:19 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.632 %
time: Mon Aug 19 11:07:20 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.051 %
time: Mon Aug 19 11:07:21 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.478 %
time: Mon Aug 19 11:07:22 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.992 %
time: Mon Aug 19 11:07:22 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.514 %
time: Mon Aug 19 11:07:23 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.427 %
time: Mon Aug 19 11:07:24 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.103 %
time: Mon Aug 19 11:07:25 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 1.694 %
time: Mon Aug 19 11:07:26 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 4.376 %
time: Mon Aug 19 11:07:26 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 2.155 %
time: Mon Aug 19 11:07:47 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Mon Aug 19 11:07:48 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 12.95 %
time: Mon Aug 19 11:07:48 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 12.95 %
time: Mon Aug 19 11:07:49 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 7.101 %
time: Mon Aug 19 11:07:50 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 1.242 %
time: Mon Aug 19 11:07:51 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.018 %
time: Mon Aug 19 11:07:52 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.794 %
time: Mon Aug 19 11:07:52 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.077 %
time: Mon Aug 19 11:07:53 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.360 %
time: Mon Aug 19 11:07:54 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.176 %
time: Mon Aug 19 11:07:55 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.993 %
time: Mon Aug 19 11:07:56 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.418 %
time: Mon Aug 19 11:07:56 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.241 %
time: Mon Aug 19 11:07:57 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.064 %
time: Mon Aug 19 11:07:58 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 6.187 %
time: Mon Aug 19 11:07:59 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 7.311 %
time: Mon Aug 19 11:08:00 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.408 %
time: Mon Aug 19 11:08:00 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.099 %
time: Mon Aug 19 11:08:01 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 2.790 %
time: Mon Aug 19 11:08:02 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.259 %
time: Mon Aug 19 11:08:03 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.259 %
